listing;price; area; rooms; fullrooms; halfrooms; district; varos; condition; floor; storeys; lift; heating; view; lat; long; orient; parking; balcony; aircon; ceiling; utility; bathtoil; garcess
23039500;33.02;40;1 + fél szoba;1;1;7. ker;Belső-Erzsébetváros;új építésű;3;7;van;házközponti egyedi méréssel;nincs megadva;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;4.75;van;nincs megadva;nincs megadva;egy helyiségben;nem tetőtéri
22848017;24.99;60;2 szoba;2;0;7. ker;Belső-Erzsébetváros;felújított;1;3;nincs;gáz (konvektor);udvari;47.495834;19.065235;délnyugat;kültéri - az árban;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22785500;115.9;69;2 + fél szoba;2;1;6. ker;Belső-Terézváros;új építésű;7;7;van;nincs megadva;kertre néző;47.500736;19.06069;nincs megadva;garázs - megvehető;24;van;3 m-nél alacsonyabb;duplakomfortos;külön helyiségben;nincs megadva
23043716;44.13;65;2 + fél szoba;2;1;6. ker;Külső-Terézváros;új építésű;7;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;6.32;nincs megadva;nincs megadva;nincs megadva;külön helyiségben;nincs megadva
23040520;54.55;80;2 + 2 fél szoba;2;2;6. ker;Külső-Terézváros;új építésű;3;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;17.35;nincs megadva;nincs megadva;nincs megadva;külön és egyben is;nem tetőtéri
23040501;45.6;70;3 szoba;3;0;6. ker;Külső-Terézváros;új építésű;5;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;5.77;nincs megadva;nincs megadva;nincs megadva;külön helyiségben;nem tetőtéri
23040453;43.57;72;2 + fél szoba;2;1;6. ker;Külső-Terézváros;új építésű;2;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;2.59;nincs megadva;nincs megadva;nincs megadva;külön helyiségben;nem tetőtéri
23040387;31.02;40;1 szoba;1;0;6. ker;Külső-Terézváros;új építésű;5;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;4.82;nincs megadva;nincs megadva;nincs megadva;egy helyiségben;nem tetőtéri
23039603;55.26;61;1 + 2 fél szoba;1;2;7. ker;Belső-Erzsébetváros;új építésű;5;7;van;házközponti egyedi méréssel;nincs megadva;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;9.54;van;nincs megadva;nincs megadva;külön és egyben is;nem tetőtéri
22786656;54.71;55;2 + fél szoba;2;1;6. ker;Belső-Terézváros;új építésű;2;7;van;nincs megadva;utcai;47.500736;19.06069;nincs megadva;garázs - megvehető;3.75;van;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nincs megadva
22203465;51.85;49;3 szoba;3;0;6. ker;Belső-Terézváros;új építésű;2;7;van;egyéb;utcai;47.500736;19.06069;nincs megadva;garázs - megvehető;;van;3 m-nél alacsonyabb;duplakomfortos;külön és egyben is;nem tetőtéri
22203460;60.72;55;2 + fél szoba;2;1;6. ker;Belső-Terézváros;új építésű;2;7;van;egyéb;utcai;47.500736;19.06069;délkelet;garázs - megvehető;16;van;3 m vagy magasabb;nincs megadva;külön és egyben is;nem tetőtéri
23039432;23.23;29;1 szoba;1;0;7. ker;Belső-Erzsébetváros;új építésű;2;7;van;házközponti egyedi méréssel;nincs megadva;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;;van;nincs megadva;nincs megadva;egy helyiségben;nem tetőtéri
23039678;25.22;25;1 szoba;1;0;7. ker;Belső-Erzsébetváros;új építésű;2;7;van;házközponti egyedi méréssel;utcai;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;4.34;van;nincs megadva;nincs megadva;egy helyiségben;nem tetőtéri
23040424;34.42;49;2 szoba;2;0;6. ker;Külső-Terézváros;új építésű;4;9;van;házközponti egyedi méréssel;nincs megadva;47.5099;19.06571;nincs megadva;teremgarázs - megvehető;3.11;nincs megadva;nincs megadva;nincs megadva;egy helyiségben;nem tetőtéri
23039659;58.5;63;1 + 2 fél szoba;1;2;7. ker;Belső-Erzsébetváros;új építésű;5;7;van;házközponti egyedi méréssel;utcai;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;19.28;van;nincs megadva;nincs megadva;külön és egyben is;nincs megadva
23017459;44.5;75;2 + fél szoba;2;1;7. ker;Belső-Erzsébetváros;közepes állapotú;1;4;van;cserépkályha;utcai;47.49624;19.065369;északnyugat;utcán. közterületen - ingyenes;;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
22667784;25.9;69;2 + fél szoba;2;1;7. ker;Középső-Erzsébetváros;felújítandó;2;3;nincs;gáz (konvektor);utcai;47.503326;19.072535;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
23039639;38.62;49;2 szoba;2;0;7. ker;Belső-Erzsébetváros;új építésű;földszint;7;van;házközponti egyedi méréssel;nincs megadva;47.4976;19.06473;nincs megadva;teremgarázs - megvehető;14.29;van;nincs megadva;nincs megadva;egy helyiségben;nincs megadva
23017774;29.9;64;2 + fél szoba;2;1;6. ker;Külső-Terézváros;jó állapotú;földszint;földszintes;van;gáz (konvektor);udvari;47.507057;19.071653;délkelet;utcán. közterületen - ingyenes;25;nincs;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nem tetőtéri
22199008;31.66;28;1 szoba;1;0;6. ker;Belső-Terézváros;új építésű;4;7;van;egyéb;udvari;47.500736;19.06069;nincs megadva;garázs - megvehető;2.6;van;3 m-nél alacsonyabb;nincs megadva;nincs megadva;nincs megadva
22203410;48.02;45;2 szoba;2;0;6. ker;Belső-Terézváros;új építésű;5;7;van;egyéb;utcai;47.500736;19.06069;délkelet;garázs - megvehető;1.24;van;3 m-nél alacsonyabb;összkomfortos;nincs megadva;nem tetőtéri
22203403;48.34;48;2 szoba;2;0;6. ker;Belső-Terézváros;új építésű;2;7;van;egyéb;udvari;47.500736;19.06069;délkelet;garázs - megvehető;1.95;van;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nem tetőtéri
23046378;49.5;59;2 + fél szoba;2;1;7. ker;Középső-Erzsébetváros;felújított;félemelet;4;nincs megadva;nincs megadva;udvari;47.50075;19.073757;északkelet;utcán. közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22645015;124;170;4 szoba;4;0;5. ker;Belváros;felújítandó;4;5;van;házközponti;utcai;47.49418;19.05406;délnyugat;utcán. közterületen - ingyenes;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nincs megadva
23009877;36.9;81;2 szoba;2;0;6. ker;Külső-Terézváros;jó állapotú;3;4;nincs;gáz (cirko);utcai;47.51173;19.062782;nincs megadva;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22801247;16.4;35;2 szoba;2;0;7. ker;Külső-Erzsébetváros;jó állapotú;1;4;nincs;gáz (konvektor);udvari;47.50508;19.085;délnyugat;utcán. közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nem tetőtéri
22655904;114.9;128;4 szoba;4;0;5. ker;Belváros;újszerű;4;6;van;gáz (cirko);utcai;47.49175;19.054825;dél;utcán. közterületen - fizetős;;van;3 m vagy magasabb;luxus;külön és egyben is;nincs megadva
22199164;39.15;39;1 szoba;1;0;6. ker;Belső-Terézváros;új építésű;3;7;van;fan-coil;udvari;47.500736;19.06069;nincs megadva;garázs - megvehető;2.6;van;3 m-nél alacsonyabb;nincs megadva;nincs megadva;nincs megadva
22691517;38.9;94;3 szoba;3;0;7. ker;Középső-Erzsébetváros;felújított;2;3;nincs;gáz (cirko);utcai;47.50198;19.07244;délnyugat;teremgarázs - megvehető;;nincs megadva;3 m vagy magasabb;luxus;külön helyiségben;nem tetőtéri
22384194;23.9;62;2 szoba;2;0;7. ker;Külső-Erzsébetváros – Ligetváros;jó állapotú;1;4;van;gáz (cirko);utcai;47.50639;19.08065;nyugat;utcán. közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nem tetőtéri
22914702;28.99;55;2 szoba;2;0;6. ker;Külső-Terézváros;1;1;3;van;gáz (konvektor);udvari;47.5099;19.06571;délkelet;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nem tetőtéri
22961741;108.8;80;3 szoba;3;0;5. ker;Lipótváros;felújított;3;nincs megadva;van;gáz (cirko);utcai;47.50189;19.04884;nincs megadva;utcán. közterületen - ingyenes;0;van;3 m vagy magasabb;luxus;nincs megadva;nincs megadva
22199219;43.51;42;2 szoba;2;0;6. ker;Belső-Terézváros;új építésű;4;7;van;egyéb;nincs megadva;47.500736;19.06069;nincs megadva;garázs - megvehető;2.5;van;3 m-nél alacsonyabb;nincs megadva;nincs megadva;nincs megadva
22646392;114.9;124;4 szoba;4;0;5. ker;Lipótváros;újszerű;4;5;van;gáz (cirko);utcai;47.503906;19.054758;kelet;utcán. közterületen - fizetős;0;van;3 m vagy magasabb;luxus;külön és egyben is;legfelső emelet. nem tetőtéri
22203455;66.43;65;3 szoba;3;0;6. ker;Belső-Terézváros;új építésű;2;7;van;egyéb;utcai;47.500736;19.06069;nincs megadva;garázs - megvehető;;van;3 m-nél alacsonyabb;duplakomfortos;külön és egyben is;nem tetőtéri
22643966;114.9;124;3 szoba;3;0;5. ker;Belváros;újszerű;2;5;van;gáz (cirko);utcai;47.49175;19.054825;északnyugat;utcán. közterületen - fizetős;12;van;3 m vagy magasabb;luxus;külön helyiségben;nincs megadva
22203430;75.76;57;2 + fél szoba;2;1;6. ker;Belső-Terézváros;új építésű;6;7;van;egyéb;utcai;47.500736;19.06069;nincs megadva;garázs - megvehető;49.49;van;3 m-nél alacsonyabb;nincs megadva;külön helyiségben;nem tetőtéri
22203420;62.15;55;2 + fél szoba;2;1;6. ker;Belső-Terézváros;új építésű;4;7;van;nincs megadva;udvari;47.500736;19.06069;délkelet;garázs - megvehető;16.09;van;3 m-nél alacsonyabb;nincs megadva;külön helyiségben;nem tetőtéri
22889668;56.9;79;2 + fél szoba;2;1;5. ker;Belváros;felújított;2;3;nincs;gáz (cirko);utcai;47.48931;19.05517;délkelet;utcán. közterületen - fizetős;1.8;nincs;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22938497;37.12;61;1 + 2 fél szoba;1;2;7. ker;Belső-Erzsébetváros;felújított;földszint;4;van;gáz (cirko);udvari;47.49783;19.064894;nincs megadva;utcán. közterületen - fizetős;;nincs;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nincs megadva
22197931;29.5;67;2 + fél szoba;2;1;7. ker;Külső-Erzsébetváros – Ligetváros;jó állapotú;3;3;nincs;gáz (cirko);utcai;47.50605;19.08158;délkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
23050630;36.9;57;2 szoba;2;0;6. ker;Külső-Terézváros;újszerű;1;6;van;házközponti egyedi méréssel;utcai;47.511105;19.064419;délnyugat;utcán. közterületen - fizetős;;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
23056892;55;77;2 szoba;2;0;5. ker;Belváros;jó állapotú;4;5;van;nincs megadva;utcai;47.49051;19.05684;délnyugat;nincs megadva;0;nincs megadva;nincs megadva;összkomfortos;nincs megadva;nincs megadva
23023000;4.99;13;1 szoba;1;0;7. ker;Külső-Erzsébetváros;újszerű;földszint;4;van;házközponti egyedi méréssel;utcai;47.502;19.08252;északkelet;nincs megadva;;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
23032102;39.9;66;2 + fél szoba;2;1;6. ker;Belső-Terézváros;felújítandó;2;4;van;házközponti;utcai;47.50219;19.05913;nincs megadva;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nincs megadva
22813689;23.99;50;2 + fél szoba;2;1;7. ker;Külső-Erzsébetváros;felújított;földszint;5;nincs;gáz (cirko);udvari;47.503593;19.082907;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
23024207;83.9;89;3 + fél szoba;3;1;5. ker;Lipótváros;újszerű;2;6;van;házközponti;utcai;47.50979;19.05285;délkelet;utcán. közterületen - ingyenes;0;van;3 m vagy magasabb;luxus;külön és egyben is;nincs megadva
23028879;39.9;75;3 szoba;3;0;6. ker;Külső-Terézváros;jó állapotú;3;4;nincs;gáz (cirko);utcai;47.50835;19.07014;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nincs megadva
23039174;22.2;43;1 szoba;1;0;7. ker;Belső-Erzsébetváros;jó állapotú;1;6;van;házközponti;utcai;47.498585;19.063519;északnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;nincs megadva;külön helyiségben;nem tetőtéri
22968114;43.9;79;3 szoba;3;0;7. ker;Belső-Erzsébetváros;felújított;2;nincs megadva;nincs;gáz (cirko);utcai;47.50062;19.06227;északkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
23031670;115;107;2 + fél szoba;2;1;5. ker;Lipótváros;felújított;4;nincs megadva;van;gáz (cirko);utcai;47.503487;19.046125;délkelet;utcán. közterületen - fizetős;;van;3 m vagy magasabb;luxus;külön és egyben is;nincs megadva
22961120;29.8;61;2 + fél szoba;2;1;7. ker;Belső-Erzsébetváros;felújítandó;3;4;van;gáz (héra);udvari;47.499615;19.06628;délnyugat;utcán. közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;külön helyiségben;nincs megadva
22849906;118.9;127;3 szoba;3;0;5. ker;Lipótváros;felújított;3;5;van;házközponti;panorámás;47.51095;19.047108;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22462391;22.9;52;1 + fél szoba;1;1;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;4;6;van;gáz (cirko);udvari;47.505783;19.080433;nincs megadva;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;nincs megadva;külön helyiségben;nem tetőtéri
22610871;39.9;63;2 szoba;2;0;7. ker;Belső-Erzsébetváros;felújított;1;2;nincs;gáz (cirko);udvari;47.49936;19.05941;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22893906;59.99;75;3 szoba;3;0;7. ker;Belső-Erzsébetváros;újszerű;4;5;van;gáz (cirko);panorámás;47.500168;19.065756;délnyugat;utcán. közterületen - fizetős;0;nincs megadva;3 m vagy magasabb;luxus;nincs megadva;nem tetőtéri
22873332;114;106;3 szoba;3;0;5. ker;Lipótváros;felújított;2;3;nincs;gáz (cirko);panorámás;47.4975;19.05086;északnyugat;utcán. közterületen - ingyenes;0;van;3 m vagy magasabb;luxus;külön és egyben is;nem tetőtéri
22944168;89;92;2 + fél szoba;2;1;5. ker;Belváros;felújított;2;nincs megadva;van;házközponti egyedi méréssel;utcai;47.49059;19.0587;nyugat;nincs megadva;0;van;3 m vagy magasabb;luxus;nincs megadva;nincs megadva
22643668;119.9;104;3 szoba;3;0;5. ker;Belváros;újszerű;3;6;van;házközponti;utcai;47.49129;19.0544;északnyugat;utcán. közterületen - fizetős;15;van;3 m vagy magasabb;luxus;külön helyiségben;nincs megadva
22869984;36.9;60;2 + fél szoba;2;1;6. ker;Belső-Terézváros;felújított;földszint;nincs megadva;van;gáz (cirko);nincs megadva;47.50508;19.05703;nincs megadva;nincs megadva;0;nincs megadva;nincs megadva;összkomfortos;külön helyiségben;nincs megadva
22943993;79;160;5 + 3 fél szoba;5;3;7. ker;Belső-Erzsébetváros;felújított;félemelet;4;van;gáz (cirko);nincs megadva;47.499496;19.068945;nincs megadva;nincs megadva;;van;3 m vagy magasabb;nincs megadva;nincs megadva;nem tetőtéri
22121755;35.9;61;2 szoba;2;0;6. ker;Belső-Terézváros;újszerű;2;3;nincs;gáz (cirko);utcai;47.503757;19.056013;délnyugat;nincs megadva;0;van;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22899494;22.5;51;2 szoba;2;0;7. ker;Külső-Erzsébetváros;újszerű;földszint;4;van;gáz (cirko);udvari;47.505295;19.080984;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;egy helyiségben;nincs megadva
22649614;25.4;47;1 + fél szoba;1;1;5. ker;Belváros;jó állapotú;2;4;nincs;gáz (cirko);udvari;47.49196;19.06092;dél;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;külön helyiségben;nem tetőtéri
22613092;55;100;3 szoba;3;0;7. ker;Belső-Erzsébetváros;jó állapotú;3;4;van;gáz (cirko);udvari;47.49771;19.0589;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22940331;28.9;55;2 szoba;2;0;6. ker;Külső-Terézváros;felújítandó;1;5;van;gáz (konvektor);udvari;47.509926;19.060755;északkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22593293;38.9;80;3 szoba;3;0;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;2;5;van;gáz (cirko);utcai;47.507374;19.078262;délnyugat;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;duplakomfortos;külön helyiségben;nem tetőtéri
22917340;24.8;43;2 szoba;2;0;7. ker;Belső-Erzsébetváros;1;1;földszintes;nincs;gáz (héra);udvari;47.49918;19.06202;délkelet;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nincs megadva
23012148;29.8;46;1 + fél szoba;1;1;6. ker;Belső-Terézváros;jó állapotú;3;nincs megadva;nincs;gáz (konvektor);udvari;47.50491;19.05763;délkelet;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;egy helyiségben;nincs megadva
22779989;24.9;52;1 + fél szoba;1;1;7. ker;Középső-Erzsébetváros;jó állapotú;2;2;nincs;gáz (konvektor);udvari;47.50338;19.06735;dél;utcán. közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22689751;89.99;125;3 szoba;3;0;6. ker;Belső-Terézváros;új építésű;5;5;van;gáz (cirko);panorámás;47.505077;19.058195;nincs megadva;utcán. közterületen - ingyenes;80;van;nincs megadva;összkomfortos;külön helyiségben;penthouse
22989377;53;69;2 + fél szoba;2;1;5. ker;Belváros;felújított;2;nincs megadva;van;gáz (cirko);kertre néző;47.49087;19.05764;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;luxus;külön és egyben is;nincs megadva
23051626;49.5;108;3 szoba;3;0;7. ker;Külső-Erzsébetváros;jó állapotú;1;nincs megadva;van;gáz (cirko);nincs megadva;47.508095;19.078815;nincs megadva;nincs megadva;3.5;nincs megadva;nincs megadva;összkomfortos;külön és egyben is;nincs megadva
22645271;63.5;73;2 szoba;2;0;5. ker;Lipótváros;felújított;3;5;van;házközponti;utcai;47.5075;19.05247;nincs megadva;nincs megadva;0;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22888596;37.9;58;2 + fél szoba;2;1;5. ker;Lipótváros;felújított;1;3;van;gáz (konvektor);udvari;47.50494;19.05261;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22742394;31.9;70;2 szoba;2;0;6. ker;Külső-Terézváros;jó állapotú;1;4;van;gáz (cirko);utcai;47.50501;19.068192;délkelet;utcán. közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22278897;48;72;2 szoba;2;0;5. ker;Lipótváros;közepes állapotú;2;5;van;elektromos;utcai;47.51168;19.051687;nyugat;nincs megadva;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22934259;44.9;100;3 szoba;3;0;6. ker;Külső-Terézváros;nincs megadva;2;3;nincs;gáz (cirko);nincs megadva;47.51123;19.066675;nincs megadva;nincs megadva;;van;3 m vagy magasabb;duplakomfortos;nincs megadva;nincs megadva
22697965;85;100;5 szoba;5;0;5. ker;Lipótváros;jó állapotú;2;6;van;gáz (cirko);utcai;47.50443;19.050583;nincs megadva;utcán. közterületen - fizetős;0;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22970734;24.6;35;1 szoba;1;0;6. ker;Külső-Terézváros;újszerű;4;6;van;házközponti;udvari;47.50991;19.06716;kelet;teremgarázs - megvehető;0;nincs megadva;3 m-nél alacsonyabb;összkomfortos;nincs megadva;nem tetőtéri
23045085;34.9;72;1 + 2 fél szoba;1;2;6. ker;Belső-Terézváros;jó állapotú;1;3;nincs;gáz (konvektor);utcai;47.505886;19.061666;délkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nincs megadva
22713624;84.9;90;3 szoba;3;0;5. ker;Lipótváros;nincs megadva;3;nincs megadva;van;nincs megadva;udvari;47.50494;19.05261;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;nincs megadva;nincs megadva
22590921;17.5;50;1 szoba;1;0;7. ker;Külső-Erzsébetváros;közepes állapotú;2;4;nincs;gáz (konvektor);utcai;47.502556;19.08228;délkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22855241;21.49;39;1 + fél szoba;1;1;6. ker;Külső-Terézváros;felújított;1;3;nincs;nincs megadva;utcai;47.51144;19.06631;dél;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
23044580;18.99;36;1 + fél szoba;1;1;7. ker;Középső-Erzsébetváros;jó állapotú;földszint;nincs megadva;nincs megadva;gáz (konvektor);udvari;47.50104;19.0699;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;összkomfortos;egy helyiségben;nincs megadva
22989174;35.9;54;2 szoba;2;0;6. ker;Belső-Terézváros;jó állapotú;3;4;van;gáz (cirko);udvari;47.505077;19.058195;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nem tetőtéri
23046656;55;97;3 szoba;3;0;5. ker;Lipótváros;jó állapotú;1;5;van;fan-coil;udvari;47.50494;19.05261;délnyugat;utcán. közterületen - fizetős;;van;3 m vagy magasabb;komfortos;külön helyiségben;nem tetőtéri
22991577;39.9;58;1 + 2 fél szoba;1;2;6. ker;Külső-Terézváros;újszerű;3;6;van;házközponti egyedi méréssel;utcai;47.50879;19.06271;nincs megadva;utcán. közterületen - fizetős;0;nincs megadva;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nem tetőtéri
22874494;14.45;29;1 szoba;1;0;6. ker;Külső-Terézváros;közepes állapotú;földszint;3;nincs megadva;gáz (konvektor);nincs megadva;47.50991;19.06716;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22797155;39.9;54;1 + fél szoba;1;1;5. ker;Belváros;jó állapotú;1;3;van;gáz (cirko);udvari;47.48911;19.054;nyugat;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nincs megadva
23060546;15.5;31;2 szoba;2;0;7. ker;Külső-Erzsébetváros;jó állapotú;5;5;van;gáz (cirko);udvari;47.501926;19.080845;nyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22960596;59.9;64;1 + fél szoba;1;1;5. ker;Belváros;jó állapotú;2;3;nincs;gáz (héra);utcai;47.494568;19.050034;délnyugat;utcán. közterületen - ingyenes;;nincs megadva;nincs megadva;összkomfortos;külön helyiségben;nincs megadva
23027631;18.99;36;1 + fél szoba;1;1;7. ker;Középső-Erzsébetváros;jó állapotú;földszint;3;nincs;gáz (konvektor);udvari;47.50104;19.0699;nincs megadva;utcán. közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
23061953;29.9;68;2 + fél szoba;2;1;6. ker;Külső-Terézváros;közepes állapotú;2;3;nincs;gáz (cirko);udvari;47.50827;19.07147;dél;utcán. közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22741846;56;94;2 + fél szoba;2;1;5. ker;Lipótváros;jó állapotú;3;5;van;gáz (cirko);nincs megadva;47.50115;19.0507;nyugat;utcán. közterületen - fizetős;;nincs megadva;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
23001632;39.9;48;1 + fél szoba;1;1;5. ker;Belváros;felújított;1;5;van;gáz (konvektor);udvari;47.49022;19.05999;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22551798;20.45;41;1 + fél szoba;1;1;6. ker;Külső-Terézváros;közepes állapotú;1;3;nincs;gáz (konvektor);utcai;47.51175;19.06733;északkelet;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22907698;53.9;35;1 szoba;1;0;5. ker;Belváros;új építésű;3;4;van;házközponti egyedi méréssel;utcai;47.49196;19.06092;délnyugat;utcán. közterületen - fizetős;;van;3 m-nél alacsonyabb;luxus;egy helyiségben;legfelső emelet. nem tetőtéri
23047625;22.5;46;1 + fél szoba;1;1;7. ker;Külső-Erzsébetváros – Ligetváros;felújítandó;5;7;van;házközponti;panorámás;47.507374;19.078262;délnyugat;kültéri - az árban;0;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
22907546;93.1;67;2 + fél szoba;2;1;5. ker;Belváros;új építésű;3;4;van;házközponti egyedi méréssel;utcai;47.49196;19.06092;délnyugat;utcán. közterületen - fizetős;15;van;3 m-nél alacsonyabb;luxus;külön és egyben is;legfelső emelet. nem tetőtéri
22949111;57.5;69;2 szoba;2;0;5. ker;Belváros;jó állapotú;1;4;nincs;gáz (cirko);utcai;47.493084;19.053127;nyugat;utcán. közterületen - fizetős;0;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22433722;42;64;1 + fél szoba;1;1;7. ker;Belső-Erzsébetváros;jó állapotú;2;3;nincs;gáz (cirko);utcai;47.49891;19.06016;kelet;nincs megadva;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22882670;49.9;98;4 szoba;4;0;7. ker;Középső-Erzsébetváros;felújított;2;4;van;gáz (cirko);utcai;47.50274;19.06955;délnyugat;utcán. közterületen - fizetős;;nincs;3 m vagy magasabb;duplakomfortos;egy helyiségben;nem tetőtéri
22904323;97;70;2 + fél szoba;2;1;5. ker;Belváros;új építésű;3;4;van;házközponti egyedi méréssel;utcai;47.49196;19.06092;délnyugat;utcán. közterületen - fizetős;13;van;3 m-nél alacsonyabb;luxus;külön és egyben is;nem tetőtéri
22994079;58.9;72;2 + 2 fél szoba;2;2;6. ker;Külső-Terézváros;újszerű;5;6;van;gáz (cirko);utcai;47.511124;19.062853;nincs megadva;utcán. közterületen - fizetős;13;van;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nincs megadva
