listing;price; area; rooms; fullrooms; halfrooms; district; varos; condition; floor; storeys; lift; heating; view; lat; long; orient; parking; balcony; aircon; ceiling; utility; bathtoil; garcess
22408316;25.3;78;2 + fél szoba;2;1;7. ker;Külső-Erzsébetváros – Ligetváros;beköltözhető;2;3;nincs;gáz (konvektor);utcai;47.50605;19.08158;délnyugat;utcán, közterületen - ingyenes;;nincs;3 m vagy magasabb;komfortos;külön helyiségben;nem tetőtéri
22361015;33.9;55;2 + fél szoba;2;1;6. ker;Külső-Terézváros;felújított;5;5;van;gáz (cirko);utcai;47.50472;19.067736;délnyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22372149;62.9;94;3 szoba;3;0;7. ker;Belső-Erzsébetváros;felújított;földszint;5;van;gáz (cirko);utcai;47.50018;19.06718;északkelet;utcán, közterületen - ingyenes;;van;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22807156;42.6;75;3 szoba;3;0;6. ker;Külső-Terézváros;felújított;3;3;nincs;gáz (cirko);utcai;47.508263;19.0703;délnyugat;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22750534;40.9;61;2 szoba;2;0;7. ker;Belső-Erzsébetváros;felújított;2;3;nincs megadva;gáz (cirko);utcai;47.4976;19.06473;nincs megadva;utcán, közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;legfelső emelet, nem tetőtéri
22778599;37.2;82;2 + fél szoba;2;1;6. ker;Külső-Terézváros – Diplomatanegyed;jó állapotú;2;5;van;gáz (cirko);nincs megadva;47.51476;19.072142;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22643944;88.9;89;3 + fél szoba;3;1;5. ker;Lipótváros;újszerű;2;6;van;házközponti;utcai;47.50979;19.05285;délkelet;utcán, közterületen - ingyenes;0;van;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22636515;22.99;43;1 szoba;1;0;7. ker;;felújított;3;5;van;elektromos;utcai;47.5022;19.075153;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;nincs megadva;egy helyiségben;nincs megadva
22813689;24.99;50;2 + fél szoba;2;1;7. ker;Külső-Erzsébetváros;felújított;földszint;5;nincs;gáz (cirko);udvari;47.503593;19.082907;délnyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
21704099;67;60;2 szoba;2;0;5. ker;Belváros;felújított;7;9;van;házközponti;panorámás;47.493084;19.053127;nincs megadva;utcán, közterületen - ingyenes;;van;3 m-nél alacsonyabb;luxus;külön helyiségben;legfelső emelet, nem tetőtéri
22809424;14;30;1 szoba;1;0;7. ker;Középső-Erzsébetváros;jó állapotú;földszint;2;nincs megadva;gáz (konvektor);udvari;47.50344;19.07267;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;nincs megadva;egy helyiségben;nem tetőtéri
22772435;19.9;52;2 szoba;2;0;6. ker;Külső-Terézváros;felújítandó;1;4;van;gáz (konvektor);udvari;47.51243;19.064207;nincs megadva;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22788659;42.5;56;2 + fél szoba;2;1;5. ker;Lipótváros;jó állapotú;3;4;van;gáz (cirko);utcai;47.51166;19.05164;nyugat;utcán, közterületen - ingyenes;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22704840;27.9;49;2 szoba;2;0;7. ker;Külső-Erzsébetváros;újszerű;4;4;van;gáz (cirko);udvari;47.508095;19.078815;északkelet;nincs megadva;;nincs megadva;nincs megadva;összkomfortos;nincs megadva;nem tetőtéri
22766704;79.8;110;2 + fél szoba;2;1;5. ker;Lipótváros;újszerű;4;4;van;gáz (cirko);udvari;47.510307;19.053015;északnyugat;utcán, közterületen - fizetős;6.35;van;3 m-nél alacsonyabb;duplakomfortos;egy helyiségben;legfelső emelet, nem tetőtéri
22791233;35.9;94;2 + fél szoba;2;1;6. ker;Külső-Terézváros;felújítandó;1;3;van;gáz (cirko);utcai;47.50808;19.06766;délnyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22795775;55.9;110;3 + fél szoba;3;1;6. ker;Belső-Terézváros;jó állapotú;3;3;nincs;gáz (konvektor);nincs megadva;47.50685;19.05765;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;külön és egyben is;nem tetőtéri
22591908;35;41;2 szoba;2;0;6. ker;Belső-Terézváros;nincs megadva;1;nincs megadva;van;gáz (konvektor);udvari;47.503956;19.061312;nincs megadva;nincs megadva;0;nincs megadva;3 m vagy magasabb;nincs megadva;nincs megadva;nincs megadva
22404725;74.9;100;3 szoba;3;0;6. ker;Belső-Terézváros;felújított;1;5;van;gáz (cirko);utcai;47.506397;19.061193;kelet;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;duplakomfortos;külön és egyben is;nem tetőtéri
22573630;43.4;58;2 szoba;2;0;5. ker;Belváros;felújított;4;4;van;házközponti;nincs megadva;47.49129;19.0544;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nem tetőtéri
22787916;62.5;57;1 + fél szoba;1;1;5. ker;Lipótváros;felújított;4;6;van;gáz (cirko);panorámás;47.50494;19.05261;nyugat;utcán, közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22065191;81.5;84;2 + fél szoba;2;1;6. ker;Belső-Terézváros;újszerű;4;4;van;nincs megadva;udvari;47.50293;19.060156;nyugat;nincs megadva;15;van;3 m-nél alacsonyabb;duplakomfortos;egy helyiségben;tetőtéri
22669780;39.9;100;3 szoba;3;0;7. ker;Középső-Erzsébetváros;felújított;3;4;van;gáz (cirko);utcai;47.50198;19.07244;nyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22778477;62.9;57;1 szoba;1;0;5. ker;Lipótváros;felújított;4;7;van;gáz (cirko);utcai;47.50494;19.05261;nyugat;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22737506;34.9;71;2 + fél szoba;2;1;6. ker;Külső-Terézváros;felújítandó;2;3;nincs megadva;gáz (héra);nincs megadva;47.50865;19.064034;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva
22639291;138;79;3 szoba;3;0;5. ker;Lipótváros;felújított;2;6;van;gáz (cirko);udvari;47.50877;19.04937;nincs megadva;nincs megadva;;van;nincs megadva;duplakomfortos;nincs megadva;nem tetőtéri
22805568;73;108;3 + fél szoba;3;1;5. ker;Lipótváros;jó állapotú;3;4;van;gáz (cirko);utcai;47.50704;19.05253;dél;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;duplakomfortos;külön és egyben is;zárószint
22298198;28.75;75;2 + fél szoba;2;1;7. ker;Külső-Erzsébetváros;felújított;2;3;nincs;egyéb;utcai;47.5034;19.088003;nincs megadva;utcán, közterületen - ingyenes;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22374373;23.25;25;1 szoba;1;0;6. ker;Belső-Terézváros;jó állapotú;4;4;van;házközponti;panorámás;47.50491;19.05763;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;nincs megadva;összkomfortos;egy helyiségben;legfelső emelet, nem tetőtéri
22269398;33.9;60;2 szoba;2;0;6. ker;Belső-Terézváros;felújított;1;4;van;gáz (cirko);utcai;47.50508;19.05703;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;komfortos;külön és egyben is;nincs megadva
22572761;39.9;82;2 + 2 fél szoba;2;2;7. ker;Külső-Erzsébetváros;új építésű;5;7;van;házközponti egyedi méréssel;nincs megadva;47.503185;19.088867;nincs megadva;nincs megadva;12;nincs megadva;3 m-nél alacsonyabb;duplakomfortos;külön és egyben is;nem tetőtéri
22121755;36.9;61;2 szoba;2;0;6. ker;Belső-Terézváros;újszerű;2;3;nincs;gáz (cirko);utcai;47.503757;19.056013;délnyugat;nincs megadva;0;van;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22711166;42;95;3 szoba;3;0;6. ker;Külső-Terézváros;újszerű;2;5;van;házközponti;utcai;47.5099;19.06571;dél;utcán, közterületen - fizetős;;nincs megadva;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
22810370;70;73;3 szoba;3;0;7. ker;Belső-Erzsébetváros;felújított;3;4;van;házközponti egyedi méréssel;utcai;47.500477;19.061146;északnyugat;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22809907;37;108;3 + fél szoba;3;1;6. ker;Belső-Terézváros;felújítandó;2;3;van;gáz (cirko);utcai;47.509098;19.069555;délnyugat;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;külön és egyben is;nincs megadva
22776719;29.5;44;1 + 2 fél szoba;1;2;6. ker;Belső-Terézváros;jó állapotú;3;4;van;gáz (cirko);udvari;47.50673;19.06083;dél;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22513310;30;110;4 szoba;4;0;7. ker;Külső-Erzsébetváros – Ligetváros;jó állapotú;1;nincs megadva;van;gáz (konvektor);utcai;47.50732;19.08028;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;nincs megadva;nincs megadva
22677522;31.9;66;2 szoba;2;0;7. ker;Középső-Erzsébetváros;felújított;2;3;nincs;gáz (konvektor);utcai;47.50075;19.073757;északnyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22473668;199;86;2 + fél szoba;2;1;5. ker;Lipótváros;közepes állapotú;5;6;van;házközponti;panorámás;47.50566;19.04787;nincs megadva;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22669171;48;75;3 szoba;3;0;6. ker;Belső-Terézváros;nincs megadva;1;4;van;gáz (konvektor);udvari;47.504433;19.059837;kelet;kültéri - az árban;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22367100;33.43;36;1 szoba;1;0;6. ker;Külső-Terézváros;új építésű;1;7;van;egyéb;udvari;47.5008;19.060898;délkelet;garázs - megvehető;5.38;van;3 m-nél alacsonyabb;összkomfortos;nincs megadva;nem tetőtéri
22824988;14.9;45;1 szoba;1;0;7. ker;Külső-Erzsébetváros;közepes állapotú;földszint;3;nincs megadva;gáz (konvektor);nincs megadva;47.502556;19.08228;nyugat;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22573817;37.5;59;2 szoba;2;0;7. ker;Középső-Erzsébetváros;felújított;2;4;van;gáz (cirko);utcai;47.49816;19.065092;nincs megadva;teremgarázs - megvehető;0;van;3 m vagy magasabb;összkomfortos;külön helyiségben;nincs megadva
22236875;92.9;132;3 szoba;3;0;5. ker;Lipótváros;felújított;1;5;van;házközponti;utcai;47.50285;19.046429;nyugat;utcán, közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22713624;89.9;90;3 szoba;3;0;5. ker;Lipótváros;nincs megadva;3;nincs megadva;van;nincs megadva;udvari;47.50749;19.051497;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;nincs megadva;nincs megadva;nincs megadva
22740714;32.5;63;3 szoba;3;0;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;1;6;van;egyéb;udvari;47.507336;19.077349;délnyugat;utcán, közterületen - ingyenes;;nincs;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nem tetőtéri
22810989;28.9;70;2 + fél szoba;2;1;6. ker;Külső-Terézváros – Diplomatanegyed;közepes állapotú;3;4;van;gáz (konvektor);kertre néző;47.51478;19.07343;északnyugat;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;komfortos;egy helyiségben;nem tetőtéri
22628461;33.9;75;2 szoba;2;0;5. ker;Lipótváros;felújítandó;földszint;nincs megadva;nincs megadva;házközponti;nincs megadva;47.505474;19.05377;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva
22307917;39.8;72;2 szoba;2;0;6. ker;Belső-Terézváros;jó állapotú;1;6;van;házközponti;utcai;47.50508;19.05703;nyugat;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22821216;38.9;71;2 szoba;2;0;7. ker;Belső-Erzsébetváros;újszerű;3;5;van;gáz (cirko);utcai;47.49918;19.06202;északnyugat;nincs megadva;;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
22691517;39.8;94;3 szoba;3;0;7. ker;Középső-Erzsébetváros;felújított;2;3;nincs;gáz (cirko);utcai;47.498405;19.07431;délnyugat;teremgarázs - megvehető;;nincs megadva;3 m vagy magasabb;luxus;külön helyiségben;nem tetőtéri
22351413;26.84;28;1 szoba;1;0;6. ker;Belső-Terézváros;új építésű;3;7;van;egyéb;udvari;47.50153;19.0606;nincs megadva;garázs - megvehető;2.67;nincs megadva;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nincs megadva
22821710;29.9;48;1 szoba;1;0;7. ker;Belső-Erzsébetváros;felújított;2;4;nincs;gáz (cirko);utcai;47.49861;19.06234;kelet;utcán, közterületen - fizetős;0;van;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22716939;24.9;70;2 + fél szoba;2;1;6. ker;Külső-Terézváros;közepes állapotú;földszint;4;nincs;gáz (cirko);utcai;47.507793;19.070698;északkelet;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;külön és egyben is;nincs megadva
22759028;42.5;66;2 szoba;2;0;7. ker;Belső-Erzsébetváros;felújított;5;5;van;gáz (cirko);utcai;47.49821;19.06669;kelet;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22827485;53.9;84;2 szoba;2;0;6. ker;Belső-Terézváros;közepes állapotú;3;5;van;gáz (konvektor);utcai;47.50427;19.05506;délkelet;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön és egyben is;nincs megadva
22369101;40.84;44;2 szoba;2;0;6. ker;Belső-Terézváros;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;47.500862;19.06086;nincs megadva;nincs megadva;2.5;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva
22730286;27.9;66;2 szoba;2;0;7. ker;Középső-Erzsébetváros;felújítandó;3;3;nincs;gáz (konvektor);udvari;47.50104;19.0699;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22136411;169;800;15 szoba;15;0;5. ker;Belváros;felújítandó;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;47.489685;19.061487;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva
22593293;38.9;80;3 szoba;3;0;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;2;5;van;gáz (cirko);utcai;47.507374;19.078262;délnyugat;utcán, közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;duplakomfortos;külön helyiségben;nem tetőtéri
22700268;39.9;70;2 szoba;2;0;6. ker;Belső-Terézváros;jó állapotú;1;4;van;házközponti;utcai;47.50491;19.05763;dél;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22471799;68.6;71;2 + fél szoba;2;1;5. ker;Belváros;jó állapotú;2;4;nincs;gáz (cirko);utcai;47.49453;19.05184;délkelet;utcán, közterületen - fizetős;16;nincs megadva;3 m vagy magasabb;összkomfortos;külön helyiségben;nem tetőtéri
22797757;15.8;24;1 szoba;1;0;7. ker;Külső-Erzsébetváros;felújított;földszint;4;nincs;gáz (konvektor);udvari;47.502556;19.08228;délkelet;nincs megadva;;nincs megadva;3 m vagy magasabb;komfortos;egy helyiségben;nincs megadva
22243591;22.5;49;1 + fél szoba;1;1;7. ker;Belső-Erzsébetváros;jó állapotú;1;4;van;gáz (cirko);udvari;47.49779;19.06543;dél;utcán, közterületen - fizetős;;nincs;3 m-nél alacsonyabb;összkomfortos;egy helyiségben;nem tetőtéri
22655904;130;128;4 szoba;4;0;5. ker;Belváros;újszerű;4;6;van;gáz (cirko);utcai;47.49175;19.054825;dél;utcán, közterületen - fizetős;;van;3 m vagy magasabb;luxus;külön és egyben is;nincs megadva
22546583;83.9;84;2 + fél szoba;2;1;5. ker;Belváros;újszerű;1;4;van;fan-coil;utcai;47.4951;19.05655;nyugat;utcán, közterületen - ingyenes;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22541475;34.9;63;2 szoba;2;0;7. ker;Belső-Erzsébetváros;jó állapotú;2;4;van;gáz (konvektor);udvari;47.498154;19.069166;nincs megadva;utcán, közterületen - ingyenes;;nincs;3 m vagy magasabb;komfortos;külön helyiségben;nem tetőtéri
22811087;21.9;39;1 + fél szoba;1;1;7. ker;Középső-Erzsébetváros;felújított;3;4;van;gáz (cirko);utcai;47.506958;19.072083;délnyugat;kültéri - az árban;;nincs megadva;nincs megadva;összkomfortos;nincs megadva;nem tetőtéri
22367188;199;86;2 + fél szoba;2;1;5. ker;Lipótváros;közepes állapotú;5;6;van;házközponti;panorámás;47.50566;19.04787;északkelet;utcán, közterületen - fizetős;0;nincs;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22418712;18.5;42;1 szoba;1;0;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;földszint;3;nincs megadva;gáz (cirko);udvari;47.50639;19.08065;nyugat;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nincs megadva
22524197;21.5;47;1 + fél szoba;1;1;7. ker;Külső-Erzsébetváros – Ligetváros;felújított;3;3;nincs;gáz (cirko);udvari;47.506584;19.082285;dél;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22829020;38.8;44;2 szoba;2;0;7. ker;Belső-Erzsébetváros;új építésű;3;6;van;házközponti egyedi méréssel;nincs megadva;47.498585;19.063519;nincs megadva;nincs megadva;5.46;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva
22331133;46.9;50;2 szoba;2;0;6. ker;Belső-Terézváros;nincs megadva;3;7;van;egyéb;udvari;47.500862;19.06086;délkelet;garázs - megvehető;7.34;van;3 m-nél alacsonyabb;összkomfortos;külön helyiségben;nincs megadva
22643966;130;124;3 szoba;3;0;5. ker;Belváros;újszerű;2;5;van;gáz (cirko);utcai;47.49175;19.054825;északnyugat;utcán, közterületen - fizetős;12;van;3 m vagy magasabb;luxus;külön helyiségben;nincs megadva
22670965;18.7;28;1 szoba;1;0;7. ker;Belső-Erzsébetváros;felújított;2;3;nincs;gáz (héra);udvari;47.49861;19.06234;nincs megadva;nincs megadva;;nincs megadva;3 m vagy magasabb;összkomfortos;egy helyiségben;nincs megadva
22643668;140;104;3 szoba;3;0;5. ker;Belváros;újszerű;3;6;van;házközponti;utcai;47.49129;19.0544;északnyugat;utcán, közterületen - fizetős;15;van;3 m vagy magasabb;luxus;külön helyiségben;nincs megadva
22825286;21.9;35;1 szoba;1;0;7. ker;Középső-Erzsébetváros;újszerű;1;nincs megadva;nincs;gáz (konvektor);udvari;47.500286;19.076033;délnyugat;utcán, közterületen - fizetős;;van;3 m vagy magasabb;összkomfortos;külön és egyben is;nem tetőtéri
22718335;48.7;82;2 + 2 fél szoba;2;2;6. ker;Külső-Terézváros;felújított;3;3;nincs;gáz (cirko);kertre néző;47.50827;19.07147;délkelet;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;külön helyiségben;legfelső emelet, nem tetőtéri
22667993;13.99;36;1 szoba;1;0;7. ker;Külső-Erzsébetváros – Ligetváros;jó állapotú;földszint;3;nincs megadva;gáz (konvektor);udvari;47.50639;19.08065;nincs megadva;nincs megadva;;nincs megadva;nincs megadva;összkomfortos;nincs megadva;nem tetőtéri
22806239;58.5;77;2 szoba;2;0;6. ker;Belső-Terézváros;felújítandó;2;5;van;gáz (héra);utcai;47.500736;19.06069;kelet;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;komfortos;egy helyiségben;nem tetőtéri
22733220;63.1;145;4 + 2 fél szoba;4;2;6. ker;Külső-Terézváros;felújítandó;3;3;van;cserépkályha;utcai;47.50758;19.06265;nincs megadva;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;komfortos;külön és egyben is;legfelső emelet, nem tetőtéri
22737177;79.9;86;2 + 2 fél szoba;2;2;6. ker;Belső-Terézváros;új építésű;3;4;van;gáz (cirko);nincs megadva;47.50241;19.0567;délnyugat;utcán, közterületen - fizetős;0;van;3 m-nél alacsonyabb;duplakomfortos;egy helyiségben;nem tetőtéri
22660057;39.9;80;3 szoba;3;0;6. ker;Külső-Terézváros;felújított;1;4;van;gáz (cirko);utcai;47.50758;19.06265;nincs megadva;utcán, közterületen - fizetős;;nincs megadva;nincs megadva;összkomfortos;külön helyiségben;nincs megadva
22792539;12;33;1 szoba;1;0;7. ker;Külső-Erzsébetváros;újszerű;félemelet;3;nincs;elektromos;utcai;47.504684;19.081963;nyugat;utcán, közterületen - fizetős;;nincs;3 m vagy magasabb;összkomfortos;egy helyiségben;nem tetőtéri
22765186;59.1;66;3 szoba;3;0;6. ker;Belső-Terézváros;új építésű;3;5;van;gáz (cirko);udvari;47.505077;19.058195;nincs megadva;utcán, közterületen - fizetős;7.87;van;nincs megadva;luxus;külön helyiségben;nincs megadva
